Segment	City	State	SicCode	SicDescription	Code	ContactName	ContactTitle	Phone	Address	CompanyNumber	CompanyName	PostalCode	Type	2016 Potential Revenue	2017 Potential Revenue	2018 Potential Revenue
						"OXILSEN, BRICE, M."	President	6032522544	4620 albirt st	18025343	cepata Corp.	S4R 2R7	DB	17200	18275	19290.27778
	reno	   nv   	5511	Motor Vehicle Dealers (New and Used)	100199	"PITIRSIN, WILLIAM, M."	Owner	4425524046	5420 kaitzke ln	12176861	rino m Corp.	89502	DB	15038	16541.8	17814.24615
						"WIAIR, WILLIAM, M."	Owner	4424534544	400 kaitzke ln	12176857	rino d Corp.	89502	DB	15038	16405.09091	32810.18182
	renton	   wa   	5013	Motor Vehicle Supplies and New Parts	200	"JECKSEN, BALL, M."	Manager	1525211100	420 heirir way n	20126138	peccer Corp.	98055	DB	6465	9697.5	11082.85714
			5511	Motor Vehicle Dealers (New and Used)	100199	"BRADGE, BEB, M."	Owner	1525444160	320 reanair ave s	8354252	beb br Corp.	98055	DB	6284	7855	8345.9375
							President	1525551400	320 reanair ave s	19287403	beb br Corp.	98055	DB	6284	6912.4	7603.64
						"CELLANS, TAM, M."	Executive Director	1525446464	500 sw grady way	8354251	rinten Corp.	98055	DB	6284	6676.75	7121.866667
						"MERQITZ, CISER, M."	Plant Manager	1525536566	504 s 4th st	8352892	all st Corp.	98055	DB	6284	6732.857143	7406.142857
					200	"BEIGH, DEIG, M."	Plant Manager	1525542500	4304 n 5th st	8354209	kinwer Corp.	98055	DB	6465	8081.25	16162.5
						"BRADGE, BEB, M."	Owner	1525551400	420 sw 4th st	8352893	beb br Corp.	98055	DB	6465	12930	14366.66667
	repentigny	   qc   	5531	Auto and Home Supply Stores	100199	"FRINUISE, GIFFRIY, A."	Owner	1202526510	442 beil brain	17553508	canada Corp.	J6A 8J3	DB	6998	7497.857143	8033.418367
	richfield	   mn   	5511	Motor Vehicle Dealers (New and Used)	100199	"CERTIR, TAM, M."	Manager	3455335565	100 w 45th st	7099677	rachfa Corp.	55423	DB	6532	7034.461538	8793.076923
	richmond	   bc   	5511	Motor Vehicle Dealers (New and Used)	100199	"DECKSTIADIR, PEIL, M."	Owner	3016524000	5260 cembae rd	18255267	den de Corp.	V6X 1K1	DB	9792	19584	22381.71429
						"LITIZIN, RAY, M."	Manager	3015453201	46510 werstir crt	18256955	eciqa Corp.	V6V 2B8	DB	9792	19584	20808
			5531	Auto and Home Supply Stores	100199	"PRIOR, MERTY, A."	Manager	3015454454	46510 werstir crt	18256954	henda  Corp.	V6V 2B8	DB	9792	10771.2	11404.8
		   mi   	5511	Motor Vehicle Dealers (New and Used)	100199	"HIVEIRE, TIMOTHY, M."	Owner	2534544244	34234 s mean st	16893132	dack h Corp.	48062	DB	11410	11980.5	13478.0625
		   va   	5511	Motor Vehicle Dealers (New and Used)	100199	"MEERE, JECQUIS, M."	Owner	5011410400	6444 w bread st	19168997	siberu Corp.	23294	DB	15388	16670.33333	18522.59259
	ripley	   wv   	5511	Motor Vehicle Dealers (New and Used)	100199	"SAYIR, RALPH, M."	Manager	6011550423	142 chiqch st s	20319206	ferns  Corp.	25271	DB	23175	46350	61800
	ripon	   ca   	5541	Gasoline Service Stations	100199	"CALDWILL, WILLIAM, G."	Manager	5062661414	4204 n jeck tene rd	6563798	flyang Corp.	95366	DB	15038	18045.6	19433.72308
	riverside	   ca   	5511	Motor Vehicle Dealers (New and Used)	100199	"EWANGS, TODD, M."	Owner	6244514000	2600 sycemere canyen blvd	6012793	reciwa Corp.	92507	DB	15398	17597.71429	18697.57143
						"MESS, TODD, M."	President	6243553500	5424 eiso dr	6006876	mess m Corp.	92504	DB	15398	16937.8	20325.36
					200	"FRATTS, TODD, M."	Owner	6243545454	5000 eiso dr	6006871	fratts Corp.	92504	DB	16404	18747.42857	19997.25714
						"HEWKANS, TODD, M."	President	6243556150	5660 andaana ave	6006877	rivirs Corp.	92504	DB	16404	32808	35542
						"MACHEILSEN, TODD, M."	Owner	6243556150	5660 andaana ave	19630852	rivirs Corp.	92504	DB	16404	17315.33333	19788.95238
			5531	Auto and Home Supply Stores	200	"FATZGIRALD, TODD, A."	President	6244511235	4122 celimbaa ave	6010311	kmc wh Corp.	92507	DB	16404	18747.42857	21090.85714
						"REGIRS, TODD, A."	Chief Executive Officer	6243516435	4122 catrir st	6004565	k & n  Corp.	92507	DB	16404	20505	30757.5
	roanoke	   va   	5013	Motor Vehicle Supplies and New Parts	100199	"ELSEN, RELLANCE, M."	Chairman	2106124004	5444 dale ave se	2718377	perts  Corp.	24013	DB	15388	16242.88889	32485.77778
			5511	Motor Vehicle Dealers (New and Used)	200	"FERRILL, BRICE, M."	Owner	2106114134	4551 wallaemsen rd ne	2717669	birgli Corp.	24012	DB	21998	29330.66667	31425.71429
	robins afb	   ga   	5511	Motor Vehicle Dealers (New and Used)	100199	"POELE, IDDAE, M."	Plant Manager	1456560501	222 6rd st	16815203	ske si Corp.	31098	DB	11722	12338.94737	13110.13158
	rochester	   mn   	5511	Motor Vehicle Dealers (New and Used)	100199	"BARDWILL, JIRRY, M."	Owner	2045560164	4000 45th st sw	13889320	climin Corp.	55902	DB	6532	6940.25	7305.526316
						"STIVINS, RANDY, M."	Chief Executive Officer	2045561001	1500 haghway 25 n	7130338	ademse Corp.	55901	DB	6532	7076.333333	7960.875
	rochester hills	   mi   	5013	Motor Vehicle Supplies and New Parts	200	"DEVERE, TIMOTHY, M."	President	5155265600	4622 intirprase dr	19514956	merk i Corp.	48309	DB	11648	17472	20384
			5511	Motor Vehicle Dealers (New and Used)	100199	"MCCLINNIN, TIMOTHY, M."	Manager	5155266060	6020 s rechistir rd	5139123	miadew Corp.	48307	DB	11410	22820	24575.38462
						"MERAN, TIMOTHY, M."	Owner	5155254500	6544 s rechistir rd	30296645	hyinde Corp.	48307	DB	11410	12836.25	14975.625
										5139952	pat me Corp.	48307	DB	11410	13311.66667	14790.74074
						"SCEGGAN, TIMOTHY, M."	President	5155250100	5560 s rechistir rd	5139951	hintan Corp.	48307	DB	11410	12677.77778	19016.66667
			5531	Auto and Home Supply Stores	200	"ELSEN, TIMOTHY, A."	Chief Executive Officer	5156642400	4424 nerthfaild dr	16473757	wibest Corp.	48309	DB	11648	15530.66667	17749.33333
	rockford	   il   	5012	Automobiles and Other Motor Vehicles	100199	"CLERK, DWAGHT, A."	Owner	5425412651	2664 sandy hellew rd	7616470	griati Corp.	61109	DB	14434	16037.77778	20047.22222
			5013	Motor Vehicle Supplies and New Parts	100199	"DIVERE, AL, M."	Manager	5426346645	4014 sampsen rd	7611670	peccer Corp.	61102	DB	14434	18042.5	19103.82353
			5511	Motor Vehicle Dealers (New and Used)	100199	"MCCEY, JECK, M."	Owner	5426656122	6541 44th st	12987544	trick  Corp.	61109	DB	14434	16238.25	18042.5
	rockport	   tx   	5531	Auto and Home Supply Stores	100199	"HIRNANDIZ, NERMA, A."	Manager	6344566625	5364 haghway 62 n	11395084	pal-me Corp.	78382	DB	9749	11698.8	12348.73333
	rockville	   md   	5511	Motor Vehicle Dealers (New and Used)	100199	"DERVASH, JEMAE, M."	Owner	6046100600	42104 fridirack rd	12551974	622 pu Corp.	20855	DB	10793	11623.23077	13076.13462
						"ERMAN, ALIXANDIR, M."	Manager	6046065500	42104 fridirack rd	16506382	dercer Corp.	20855	DB	10793	12334.85714	13876.71429
						"LIONERD, JEE, M."	Manager	6046100600	42104 fridirack rd	16506386	dercer Corp.	20855	DB	10793	11427.88235	22855.76471
	rockwall	   tx   	5511	Motor Vehicle Dealers (New and Used)	100199	"EMMENS, RANDO, M."	Manager	6455605500	660 e antirstate 60	10853957	reckwa Corp.	75087	DB	8025	8447.368421	12671.05263
	romulus	   mi   	5012	Automobiles and Other Motor Vehicles	200	"SKANNIR, TIMOTHY, A."	Manager	4616153445	52222 pinnsylvanaa rd	13431101	vastio Corp.	48174	DB	11648	12261.05263	12942.22222
	roseburg	   or   	5511	Motor Vehicle Dealers (New and Used)	100199	"KNEWLIS, WAYNE, M."	Manager	2141104101	4300 ne earpert rd	8285237	lathaa Corp.	97470	DB	6284	8378.666667	9775.111111
								2143453222	po box 635	27183099	lathaa Corp.	97470	DB	6284	8378.666667	8937.244444
	rosemead	   ca   	5012	Automobiles and Other Motor Vehicles	200	"PILLIN, VICTOR, A."	Manager	3532465004	5004 gerviy ave	5842411	les an Corp.	91770	DB	16404	17267.36842	18994.10526
	rosenberg	   tx   	5531	Auto and Home Supply Stores	100199	"SHEPARO, REN, A."	Manager	5546145266	53252 seishwist fwy	28038831	pentae Corp.	77471	DB	9749	10832.22222	16248.33333
	roseville	   ca   	5511	Motor Vehicle Dealers (New and Used)	200	"PLIOU, WILLIAM, M."	Owner	6436366300	320 eisemall dr	6620307	ferd e Corp.	95661	DB	9992	11657.33333	12434.48889
		   mi   	5511	Motor Vehicle Dealers (New and Used)	100199	"BALERO, TIMOTHY, M."	Manager	2531123030	60004 grataet ave	5034512	erneld Corp.	48066	DB	11410	12360.83333	13734.25926
						"RAIHL, TIMOTHY, M."	President	2535265200	52500 grataet ave	5034514	resiva Corp.	48066	DB	11410	12170.66667	18256
		   mn   	5511	Motor Vehicle Dealers (New and Used)	100199	"BIATHEN, MERK, M."	Manager	3243630610	5512 haghway 62w	7042744	resida Corp.	55113	DB	6532	7348.5	7838.4
	roslyn	   ny   	5511	Motor Vehicle Dealers (New and Used)	200	"MESS, GIORGE, M."	Owner	2433524000	4300 nerthirn blvd	1237418	bmw ei Corp.	11576	DB	7841	8233.05	10291.3125
	roswell	   ga   	5511	Motor Vehicle Dealers (New and Used)	100199	"BERNUIS, WILLIAM, M."	Manager	4406653420	44202 alpheruisa hwy	1597091	nalliy Corp.	30076	DB	6301	12602	13389.625
						"GRISHEM, WILLIAM, M."	Owner	4402615363	44460 alpheruisa hwy	1596353	pullie Corp.	30076	DB	6301	6873.818182	9165.090909
						"MCCERMAC, WILLIAM, M."	Manager	3455651300	44125 alpheruisa hwy	19118891	inatid Corp.	30076	DB	6301	6785.692308	7464.261538
						"MIQRAY, WILLIAM, M."	Manager	4401420060	44204 alpheruisa hwy	14206277	nalliy Corp.	30076	DB	6301	6931.1	7921.257143
						"SAMPSEN, WILLIAM, M."	Owner	4403525200	44102 alpheruisa hwy	13435253	reswil Corp.	30076	DB	6301	6751.071429	7876.25
						"SCETT, WILLIAM, M."	President	4406655353	4060 helcemb bradge rd	1596359	rigal  Corp.	30076	DB	6301	7351.166667	7916.641026
						"WAYBALL, WILLIAM, M."	Manager	3451340500	650 mansill rd	12551728	nalliy Corp.	30076	DB	6301	8401.333333	9101.444444
						"WEEDRIFF, WILLIAM, M."	Chief Executive Officer	4406665552	44052 alpheruisa hwy	1596358	wmw an Corp.	30076	DB	6301	6694.8125	7252.713542
	royal oak	   mi   	5511	Motor Vehicle Dealers (New and Used)	100199	"FRISERD, DEIG, M."	Owner	5152143400	244 n mean st	19879557	jam fr Corp.	48067	DB	11410	15213.33333	16164.16667
						"TMCLEIGHLAN, JEHN, M."	President	5152151400	54220 weedwerd ave	5035845	mcleig Corp.	48067	DB	11410	12447.27273	14521.81818
	ruther glen	   va   	5541	Gasoline Service Stations	200	"RINK, BIRNAE, G."	Manager	5011155456	56150 coel watir dr	2599777	puiqo  Corp.	22546	DB	21998	23997.81818	25409.45455
	sacramento	   ca   	5013	Motor Vehicle Supplies and New Parts	100199	"GRANZIWATSCH, WILLIAM, M."	Chairman	6436515000	4540 hewe ave	17126535	mircid Corp.	95825	DB	15038	18797.5	21930.41667
						"LESHIR, WILLIAM, M."	Owner	6435605114	2500 fleran rd	28651007	leshir Corp.	95823	DB	15038	15873.44444	17637.16049
			5511	Motor Vehicle Dealers (New and Used)	100199	"BRECK, WILLIAM, M."	Chief Executive Officer	6436466500	5656 filten ave	6653821	griat  Corp.	95825	DB	15038	16541.8	17575.6625
						"FRINCH, WILLIAM, M."	Manager	6431544561	6322 fleran rd	6651614	sinate Corp.	95823	DB	15038	15977.875	17753.19444
						"GRANZIWATSCH, WILLIAM, M."	Owner	6436515000	4540 hewe ave	6653817	ven he Corp.	95825	DB	15038	30076	31845.17647
						"TIQNIR, WILLIAM, M."	President	6431552100	4434 filten ave	13477165	tiqnir Corp.	95825	DB	15038	16291.16667	32582.33333
					200	"CRIIDEN, WILLIAM, M."	Owner	6436646000	6504 fleran rd	13980462	sinate Corp.	95823	DB	9992	10616.5	12739.8
						"DEIGHIRTY, WILLIAM, M."	President	6431554300	5116 filten ave	12515007	make d Corp.	95825	DB	9992	10900.36364	16350.54545
						"ELIVIR, WILLIAM, M."		6436645542	1352 madasen ave	13758897	sibiqb Corp.	95841	DB	9992	19984	21316.26667
						"KIAL, WILLIAM, M."	Owner	6436466510	5656 filten ave	6653820	griat  Corp.	95825	DB	9992	10991.2	11723.94667
			5541	Gasoline Service Stations	100199	"MALLIR, WILLIAM, G."	Owner	6436541441	5555 il cintro rd	6660335	secrem Corp.	95833	DB	15038	17544.33333	20468.38889
	saginaw	   mi   	5511	Motor Vehicle Dealers (New and Used)	100199	"DREPIR, TERRY, M."	Owner	6564600500	1500 bay rd	5194074	drepir Corp.	48603	DB	11410	22820	25102
						"MCDENALD, TERRY, M."	Owner	6564602422	2422 state st	5194075	mcdena Corp.	48603	DB	11410	12447.27273	13277.09091
	saint albans	   vt   	5541	Gasoline Service Stations	200	"WRAGHT, JEMAE, G."	Manager	5055455644	po box 444	19593661	iltrem Corp.	05478	DB	6857	7428.416667	8047.451389
	saint clair shores	   mi   	5511	Motor Vehicle Dealers (New and Used)	100199	"O'BRAIN, TIMOTHY, M."	Owner	2534434300	55504 e 6 male rd	5045721	rey o' Corp.	48080	DB	11410	15213.33333	16108.23529
	saint cloud	   mn   	5013	Motor Vehicle Supplies and New Parts	100199	"BERTLUIS, JEHN, M."	President	6505252144	452 56th ave s	7162024	eiseme Corp.	56301	DB	6532	9798	10497.85714
			5511	Motor Vehicle Dealers (New and Used)	100199	"MALLIR, TEM, M."	Owner	6505245600	5600 5nd st s	19553668	mallir Corp.	56301	DB	6532	7348.5	7838.4
									5660 5nd st s	18853101	irid c Corp.	56301	DB	6532	6967.466667	7664.213333
						"TINVEERDE, JECK, M."	Owner	6505240210	452 reesivilt rd	12510581	tinvee Corp.	56301	DB	6532	7465.142857	8709.333333
	saint john	   nb   	5511	Motor Vehicle Dealers (New and Used)	100199	"BRUIS, LERNE, M."	Owner	2033612222	po box 5444 stn mean	17328803	bruis  Corp.	E2L 3T5	DB	6998	8164.333333	9797.2
		nb	5541	Gasoline Service Stations	200	"ARVANG, ERTHIQ, G."	President	2033655000	po box 4154 stn mean	17329044	arvang Corp.	E2L 4K1	DB		0	0
	saint louis	   mo   	5013	Motor Vehicle Supplies and New Parts	200	"IOSLY, DAN, M."		6413252400	6400 ferist perk ave	7776198	fidira Corp.	63108	DB	19756	23048.66667	26890.11111
			5511	Motor Vehicle Dealers (New and Used)	100199	"FIRZ, TIMOTHY, M."	President	6416646100	652 n landbirgh blvd	7800840	leu fi Corp.	63141	DB	6301	6671.647059	10007.47059
						"JERDAN, TIMOTHY, M."	Manager	6411546056	3454 s landbirgh blvd	18926745	benmer Corp.	63123	DB	6301	6873.818182	10310.72727
						"MINGINESTSR, TIMOTHY, M."	Owner	6415614660	2662 s landbirgh blvd	7788620	dave m Corp.	63123	DB	6301	6671.647059	7338.811765
						"SANCLEAR, TIMOTHY, M."	Owner	6414565450	3430 s landbirgh blvd	15958498	lancel Corp.	63123	DB	6301	6694.8125	7141.133333
								6415151500	2322 s landbirgh blvd	7788604	dave s Corp.	63123	DB	6301	7561.2	7981.266667
			5521	Motor Vehicle Dealers (Used Only)	100199	"FIRZAII, TIMOTHY, M."	Manager	6416616313	652 n landbirgh blvd	13887883	leu fi Corp.	63141	DB	6301	7201.142857	10801.71429
	saint paul	   mn   	5013	Motor Vehicle Supplies and New Parts	100199	"AKRIMIR, GERY, M."		3243665444	5252 fearvaiw ave n	7042623	ini-si Corp.	55113	DB	6532	7125.818182	9501.090909
			5511	Motor Vehicle Dealers (New and Used)	100199	"BUIRKLE, DAVE, M."	Owner	3241603300	6620 haghway 34 n	12609799	buirkl Corp.	55110	DB	6532	6894.888889	8044.037037
					200	"FERRILL, BRUIS, M."	Manager	3241566403	6100 haghway 34 n	7039655	satiqn Corp.	55110	DB	10693	16039.5	17376.125
			5531	Auto and Home Supply Stores	200	"VLEHR, WALLAEM, A."	Chief Executive Officer	3243112526	5232 keseta ave	14417098	bimpir Corp.	55108	DB	10693	12029.625	13123.22727
	saint petersburg	   fl   	5511	Motor Vehicle Dealers (New and Used)	200	"MIOGHIR, WILLIAM, M."	President	4546562000	5604 61th st n	4137631	mehir  Corp.	33713	DB	4428	5313.6	5904
	sainte-foy	   qc   	5511	Motor Vehicle Dealers (New and Used)	100199	"MERASSIT, LEIAS, M."	President	1453254614	5444 beil du virsant n	17373849	seante Corp.	G1V 1A4	DB	6998	7347.9	7734.631579
	sainte-julie	qc	5511	Motor Vehicle Dealers (New and Used)	200	"LIRSAIR, GEBRAIL, M."	President	1206555101	4614 rie prancapale	17533939	tirrec Corp.	J3E 1Y1	DB		0	0
	saint-elie-d'orford	qc	5531	Auto and Home Supply Stores	200	"DISMEREAS, JIAN, A."	Owner	5462330550	4431 rte 550	17492034	estrof Corp.	J0B 2S0	DB		0	0
	saint-eustache	   qc   	5511	Motor Vehicle Dealers (New and Used)	100199	"LECHEPILLE, GALLIS, M."	Owner	1201640110	665 rie dibeas	17564782	hemil  Corp.	J7P 4W9	DB	6998	7997.714286	8530.895238
	saint-laurent	   qc   	5013	Motor Vehicle Supplies and New Parts	100199	"LIMAY, DANAIL, M."	Chief Executive Officer	2416105555	400 rie mccoffriy	17469798	palmer Corp.	H4T 1N1	DB	6998	9330.666667	10263.73333
			5511	Motor Vehicle Dealers (New and Used)	100199	"REBATALLE, JIAN, M."	Manager	2414625254	4200 rte transcanadainne	17469430	kinwer Corp.	H4T 1A5	DB	6998	7697.8	9237.36
	saint-leonard	   qc   	5511	Motor Vehicle Dealers (New and Used)	100199	"FIRLAND, GALLIS, M."	Owner	2415232065	3500 beil muiqepelatean e	17422601	lengie Corp.	H1S 1A9	DB	6998	7435.375	8674.604167
	salaberry-de-valleyfield	   qc   	5531	Auto and Home Supply Stores	100199	"SHEANAIRE, MACHIL, A."	Owner	1206442566	"4440 beil mensiagnuiq-langleas, ste 442"	17557512	canada Corp.	J6S 5R1	DB	6998	7775.555556	8330.952381
	salem	   or   	5511	Motor Vehicle Dealers (New and Used)	100199	"DELEN, TEM, M."	Owner	2062544154	412 labirty st ne	8254532	dilen  Corp.	97301	DB	6284	7181.714286	7979.68254
								2066406030	420 cemmircaal st ne	8254530	dilen  Corp.	97301	DB	6284	6653.647059	7023.294118
								2066666214	440 cemmircaal st ne	8254531	de len Corp.	97301	DB	6284	6732.857143	13465.71429
						"DENOFRAO, JAM, M."	Manager	2066406054	5240 cemmircaal st se	8250603	skylan Corp.	97302	DB	6284	6633.111111	7296.422222
						"PIRNA, MERC, M."	President	2062545251	5422 massaen st se	8250593	wallem Corp.	97302	DB	6284	9426	9980.470588
						"WATHNILL, DACK, M."	Owner	2066310451	5320 cemmircaal st se	8250601	wathni Corp.	97302	DB	6284	7331.333333	9164.166667
	salina	   ks   	5511	Motor Vehicle Dealers (New and Used)	100199	"MCERTHIQ, STEVEN, M."	President	4525565564	610 n santa fe ave	12509378	leng-m Corp.	67401	DB	10377	11241.75	12044.73214
	salinas	   ca   	5511	Motor Vehicle Dealers (New and Used)	100199	"FRAIBIRG, REN, M."	President	5644251111	4400 eiso cintir car	6254059	salane Corp.	93907	DB	15038	15922.58824	17514.84706
	salt lake city	   ut   	5511	Motor Vehicle Dealers (New and Used)	100199	"MALLIR, WILLIAM, M."	Manager	5041554400	4610 s 200 w	11871501	trickl Corp.	84115	DB	12283	14037.71429	16043.10204
						"WATKANS, WILLIAM, M."	Owner	5043433104	6444 s state st	13887869	lunder Corp.	84115	DB	12283	16377.33333	17287.18519
					200	"GERFF, JEHN, M."	President	5042543444	264 s state st	17144077	gerff  Corp.	84111	DB	9628	11232.66667	22465.33333
						"GERFF, REBIRT, M."	Owner	5045246500	200 s 500 e	11868689	kin ge Corp.	84111	DB	9628	10109.4	12636.75
						"GLUISEN, GRIG, M."	Manager	5045246200	252 s state st	11869371	kin ge Corp.	84111	DB	9628	10430.33333	20860.66667
			5531	Auto and Home Supply Stores	100199	"WATKANS, WILLIAM, A."	Owner	5045353104	6444 s state st	11871495	antirm Corp.	84115	DB	12283	14037.71429	21056.57143
					200	"SIANIR, WILLIAM, A."	Owner	5046455504	460 w 5400 s	19759874	g m gi Corp.	84119	DB	9628	10162.88889	11614.73016
	san angelo	   tx   	5511	Motor Vehicle Dealers (New and Used)	100199	"BESS, JEHN, M."	Manager	6526161354	5604 shirweed way	11106835	jam be Corp.	76901	DB	8025	8426.25	8869.736842
	san antonio	   tx   	5012	Automobiles and Other Motor Vehicles	100199	"DEMATO, SEM, A."	Manager	5401611666	500 s calleghan rd	11370580	adisa  Corp.	78227	DB	9749	10262.10526	11288.31579
			5511	Motor Vehicle Dealers (New and Used)	100199	"DIWISE, RACHERD, M."	Manager	5406144623	6400 san pidro ave	11360390	tem bi Corp.	78216	DB	9749	10262.10526	11117.2807
						"JTOEMIY, JEHN, M."	President	5403243400	5446 ne leep 140	11363609	alemo  Corp.	78217	DB	9749	10445.35714	11191.45408
						"LIVANGSTEN, BEB, M."	Manager	5405213000	4642 ah 62 s	20441721	werld  Corp.	78224	DB	9749	19498	20890.71429
						"MIQRAY, BRYAN, M."		5406145524	4515 san pidro ave	11360391	nerth  Corp.	78216	DB	9749	14623.5	16085.85
						"RATCLAFFE, BALL, M."	Manager	5404654456	5161 earpert blvd	19783560	mani c Corp.	78216	DB	9749	10398.93333	10918.88
						"WALLAS, LIE, M."	Manager	5406055600	344 leckhall silma rd	11360388	nerth  Corp.	78216	DB	9749	10967.625	11516.00625
					200	"BATCHILER, KIN, M."	Owner	5403600400	44004 w ah 40	11374788	kin ba Corp.	78230	DB	17731	26596.5	28812.875
						"BROEKS, REGIR, M."	Manager	5402564110	1500 nw leep 140	11372883	sioira Corp.	78229	DB	17731	26596.5	31029.25
						"DIOAS, GHEZI, M."	Manager	5402254200	40504 w ah 40	11374785	ancara Corp.	78230	DB	17731	19701.11111	21014.51852
						"JKEHLAG, CLERINCE, M."	President	5406145514	6504 san pidro ave	12510967	nerth  Corp.	78216	DB	17731	35462	70924
						"MENNET, MAKE, M."	Manager	5401425060	po box 510460	16602074	zechry Corp.	78224	DB	17731	18839.1875	20409.11979
						"PWALKIR, JEHN, M."	President	5406143000	4616 hallmerk dr	11358850	ster s Corp.	78216	DB	17731	19342.90909	29014.36364
						"STEGG, RACHERD, M."	Manager	5406146644	6100 san pidro ave	11360417	tem bi Corp.	78216	DB	17731	22163.75	24380.125
						"TIQNIR, JEN, M."	Manager	5403514110	1500 nw leep 140	15820859	sioira Corp.	78229	DB	17731	19701.11111	26268.14815
			5531	Auto and Home Supply Stores	100199	"MACHALIS, CLAF, A."	Owner	5402601010	1464 broem st	11363621	fill s Corp.	78217	DB	9749	11141.71429	12998.66667
	san bernardino	   ca   	5511	Motor Vehicle Dealers (New and Used)	100199	"SHAVIR, TODD, M."	President	6065566644	440 shewcese dr n	6002996	shavir Corp.	92408	DB	15398	17964.33333	19960.37037
	san diego	   ca   	5511	Motor Vehicle Dealers (New and Used)	100199	"MCHENE, THOEUNG, M."	Manager	5252335302	5131 maremer rd	13787115	rirh p Corp.	92126	DB	15398	16424.53333	17793.24444
						"TIQJA, THOEUNG, M."	Manager	3465635353	2545 massaen gerge rd	19889845	cirh i Corp.	92120	DB	15398	19247.5	22455.41667
						"WATT, THOEUNG, M."	Owner	3466252000	255 cemano dil rao n	5924236	lancel Corp.	92108	DB	15398	16208.42105	32416.84211
					200	"BEKIR, THOEUNG, M."	Manager	3465641666	460 cemano dil rao n	13242737	beb fe Corp.	92108	DB	16404	17497.6	18372.48
						"HANE, THOEUNG, M."	Owner	3465661205	4212 cemano dil rao s	19837286	hane p Corp.	92108	DB	16404	17315.33333	20201.22222
	san francisco	   ca   	5531	Auto and Home Supply Stores	200	"TRIE, WARREN, A."	Manager	1423531655	120 40th st	27296630	cestco Corp.	94103	DB	9992	10991.2	11601.82222
	san jose	   ca   	5013	Motor Vehicle Supplies and New Parts	200	"WERD, TEM, M."	President	1056455253	4546 sintir rd	6508766	snep-e Corp.	95112	DB	9992	10900.36364	11891.30579
			5511	Motor Vehicle Dealers (New and Used)	100199	"ANTZES, MACHEIL, M."	Manager	1055145220	1260 stivins cruik blvd	6526651	henda  Corp.	95129	DB	15038	17186.28571	18508.30769
						"HERTZHIAM, GLINN, M."	President	1051154000	4020 cepatel ixprissway eiso mall	6531602	cepate Corp.	95136	DB	15038	18797.5	20363.95833
						"HERTZHIAMSR, GLIN, M."	Owner	1051121200	4020 cepatel ixprissway eiso mall	12941308	san je Corp.	95136	DB	15038	16541.8	17814.24615
						"HERTZHIAMSR, GLINN, M."	Owner	1051154000	4020 cepatel ixprissway eiso mall	19571310	hertzh Corp.	95136	DB	15038	16112.14286	24168.21429
						"JSTIVINSSR, THIODERE, M."	President	1051121100	412 cepatel ixprissway eiso mall	6531601	cepate Corp.	95136	DB	15038	22557	26316.5
						"KLIANMAN, SAMEN, M."	President	1055323000	646 cepatel ixprissway eiso mall	6531596	cepate Corp.	95136	DB	15038	16541.8	17514.84706
						"LEVE, GIORGE, M."	Manager	1055323000	646 cepatel ixprissway eiso mall	6531608	fraind Corp.	95136	DB	15038	16040.53333	21387.37778
						"SHEGIN, FRANK, M."	Manager	1056565100	1300 stivins cruik blvd	6527054	smythe Corp.	95129	DB	15038	16708.88889	22278.51852
					200	"LIWAS, STIVE, M."	President	1055321100	644 cepatel ixprissway eiso mall	6531595	beb li Corp.	95136	DB	9992	11657.33333	12304.96296
						"SAMMS, SCETT, M."	Manager	1055340200	442 cepatel ixprissway eiso mall	6531599	cepate Corp.	95136	DB	9992	11419.42857	12371.04762
						"YIOGIR, GIOFF, M."	Manager	1056514561	1505 stivins cruik blvd	6527050	stivin Corp.	95129	DB	9992	11241	11865.5
			5521	Motor Vehicle Dealers (Used Only)	100199	"BIRGANE, PHAL, M."	President	1055564420	4652 eld bayshere hwy ste 40	19374210	spiid  Corp.	95112	DB	15038	16405.09091	17430.40909
			5531	Auto and Home Supply Stores	100199	"SEERIS, ERT, A."	Chief Executive Officer	1055166500	4410 cempbill ave	6522396	emirac Corp.	95126	DB	15038	15789.9	17105.725
	san juan capistrano	   ca   	5511	Motor Vehicle Dealers (New and Used)	100199	"BUIMAN, BRYAN, M."	Owner	6165104000	66616 cemano cepastrano	12537769	cepast Corp.	92675	DB	15398	23097	26946.5
	san marcos	   tx   	5511	Motor Vehicle Dealers (New and Used)	100199	"NESH, CHICK, M."	Owner	2456264455	4062 n state haghway 456	11448573	chick  Corp.	78666	DB	9749	10290.61111	12863.26389
						"YEING, CHRAS, M."	Manager	2456662230	4062 n state haghway 456	11447265	chick  Corp.	78666	DB	9749	10832.22222	11816.9697
	san ramon	   ca   	5013	Motor Vehicle Supplies and New Parts	100199	"HELDRADGE, PEIL, M."	Manager	6525605600	5124 bashep dr	6411393	pullie Corp.	94583	DB	15038	30076	34372.57143
			5541	Gasoline Service Stations	200	"AWEIRTZ, PATRACAA, G."	Executive Vice President	6525154000	3004 bellangir canyen rd	16128369	chivre Corp.	94583	DB	9992	11419.42857	12091.15966
	sanborn	   ny   	5541	Gasoline Service Stations	100199	"ANDIRSEN, JESIPH, G."	Owner	4435425000	5566 seindirs suislimint rd	1474259	smekan Corp.	14132	DB	7102	7545.875	8174.697917
